Tweetidnumber,numimagesboth,tweetertype,tweeterteases,mention,numimgfem,numimgneither,numimgmuscular,numimgskinny,numimgbutt,numimgthigh,numimgarm,numimgneck,numimgtorso,numimgwaist,numimgbody,numimghealthyfood,imgfocuselse,imgfocusbody,imgfocusfood,webtopicelse,webtopicpa,webtopichealtyeat,webtopicdiet,webbroken,web,imagevid,medtype,hashtagonly,english,relevant,promotional,mentionmeds,mentioneatless,mentioneathealthy,mentionexercise,mentionstrength,mentionloseweight,mentionbinge,mentionvomit,mentionwantbody,mentionnone,mentiondisorder,noimage,webtopicmeds,numimgcandy,numimgcombo,numimgmale,numimgcanttell,name1,RT,likes,replies,Followed,Followers,Tweets,Favorites,thinspo,fitspo,thinfit,binumimagesboth,binumimgfem,binumimgarm,binumimgneither,binumimgmuscular,binumimgskinny,binumimgbutt,binumimgthigh,binumimgneck,binumimgtorso,binumimgwaist,binumimgbody,binumimghealthyfood,binumimgcandy,binumimgcombo,binumimgmale,binumimgcanttell
30979,NA,person representing personal views,No,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Something else,NA,NA,NA,NA,NA,NA,NA,No,Image(s) or video(s),NA,No,Yes,Yes,No,No,No,No,No,No,Losing weight or wanting to be thinner,No,No,No,No,No,NA,NA,NA,NA,NA,NA,63,17,34,0,148,82,223,262,1,0,thinspo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30143,0,person representing personal views,No,0,4,2,0,2,0,1,0,0,1,0,2,NA,No,A body or parts of a body,NA,NA,NA,NA,NA,NA,No,Image(s) or video(s),NA,Yes,Yes,Yes,No,No,No,No,No,No,Losing weight or wanting to be thinner,No,No,"Wanting a body feature to look a specific way (must identify a specific body part, such as wanting smaller thighs, etc)",No,No,NA,NA,NA,NA,0,0,88,17,14,0,549,690,5164,561,1,0,thinspo,No,Yes,No,Yes,No,Yes,No,Yes,No,Yes,No,Yes,NA,NA,NA,No,No
44398,0,person representing personal views,No,1,2,2,0,0,0,0,0,0,1,0,1,NA,No,A body or parts of a body,NA,NA,NA,NA,NA,NA,No,Image(s) or video(s),NA,No,Yes,Yes,No,No,No,No,No,No,Losing weight or wanting to be thinner,No,No,No,No,"Specifically mentions an eating disorder (e.g., anorexia, bulimia, BED, ana, mia, etc.)",NA,NA,NA,NA,0,0,465,17,18,0,1381,1101,8322,4782,1,0,thinspo,No,Yes,No,Yes,No,No,No,No,No,Yes,No,Yes,NA,NA,NA,No,No
35430,0,person representing personal views,No,1,0,0,1,0,0,0,0,0,0,1,0,NA,No,A body or parts of a body,NA,NA,NA,NA,NA,NA,No,Image(s) or video(s),NA,No,Yes,Yes,No,No,No,No,Exercising harder/more often,No,No,No,No,No,No,No,NA,NA,NA,NA,1,0,421,16,31,1,NA,NA,NA,NA,0,1,fitspo,No,No,No,No,Yes,No,No,No,No,No,Yes,No,NA,NA,NA,Yes,No
23961,0,person representing personal views,No,1,0,0,1,0,0,0,0,0,1,0,0,NA,No,A body or parts of a body,NA,NA,NA,NA,NA,NA,No,Image(s) or video(s),NA,No,Yes,Yes,No,No,No,No,Exercising harder/more often,No,No,No,No,No,No,No,NA,NA,NA,NA,1,0,20,16,31,0,77,2168,80562,1092,0,1,fitspo,No,No,No,No,Yes,No,No,No,No,Yes,No,No,NA,NA,NA,Yes,No
30145,0,person representing personal views,No,0,3,0,0,3,0,1,0,0,0,0,2,NA,No,A body or parts of a body,NA,NA,NA,NA,NA,NA,No,Image(s) or video(s),NA,Yes,Yes,Yes,No,No,No,No,No,No,Losing weight or wanting to be thinner,No,No,"Wanting a body feature to look a specific way (must identify a specific body part, such as wanting smaller thighs, etc)",No,No,NA,NA,NA,NA,0,0,88,16,21,0,549,690,5164,561,1,0,thinspo,No,Yes,No,No,No,Yes,No,Yes,No,No,No,Yes,NA,NA,NA,No,No
19463,0,person representing personal views,No,0,1,1,0,0,0,0,0,0,0,0,1,NA,No,A body or parts of a body,NA,NA,NA,NA,NA,NA,No,Image(s) or video(s),NA,No,Yes,Yes,No,No,No,No,No,No,Losing weight or wanting to be thinner,No,No,No,No,No,NA,NA,NA,NA,0,0,137,16,22,0,111,348,1618,4417,1,0,thinspo,No,Yes,No,Yes,No,No,No,No,No,No,No,Yes,NA,NA,NA,No,No
61656,0,person representing personal views,No,1,4,0,0,4,0,1,1,1,0,1,0,NA,No,A body or parts of a body,NA,NA,NA,NA,NA,NA,No,Image(s) or video(s),NA,No,Yes,Yes,No,No,No,No,No,No,Losing weight or wanting to be thinner,Binge eating or over eating,No,No,No,No,NA,NA,NA,NA,0,0,170,16,12,0,505,360,1252,1472,1,0,thinspo,No,Yes,Yes,No,No,Yes,No,Yes,Yes,No,Yes,No,NA,NA,NA,No,No
56140,0,person representing personal views,No,1,4,0,0,4,0,1,0,0,2,0,1,NA,No,A body or parts of a body,NA,NA,NA,NA,NA,NA,No,Image(s) or video(s),NA,Yes,Yes,Yes,No,No,No,No,No,No,Losing weight or wanting to be thinner,No,No,No,No,No,NA,NA,NA,NA,0,0,307,16,10,0,193,69,306,2,1,0,thinspo,No,Yes,No,No,No,Yes,No,Yes,No,Yes,No,Yes,NA,NA,NA,No,No
9263,0,person representing personal views,No,0,1,1,0,0,0,0,0,0,0,0,1,NA,No,A body or parts of a body,NA,NA,NA,NA,NA,NA,No,Image(s) or video(s),NA,No,Yes,Yes,No,No,No,No,No,No,Losing weight or wanting to be thinner,No,No,No,No,No,NA,NA,NA,NA,0,0,346,16,22,0,63,281,4302,1394,1,0,thinspo,No,Yes,No,Yes,No,No,No,No,No,No,No,Yes,NA,NA,NA,No,No
6890,0,person representing personal views,No,0,4,0,0,4,0,0,0,0,2,0,2,NA,No,A body or parts of a body,NA,NA,NA,NA,NA,NA,No,Image(s) or video(s),NA,No,Yes,Yes,No,No,No,No,No,No,Losing weight or wanting to be thinner,No,No,No,No,No,NA,NA,NA,NA,0,0,372,16,22,0,520,968,29705,14467,1,0,thinspo,No,Yes,No,No,No,Yes,No,No,No,Yes,No,Yes,NA,NA,NA,No,No
6503,0,person representing personal views,No,0,4,0,0,4,0,1,0,0,0,0,3,NA,No,A body or parts of a body,NA,NA,NA,NA,NA,NA,No,Image(s) or video(s),NA,No,Yes,Yes,No,No,No,No,No,No,Losing weight or wanting to be thinner,No,No,"Wanting a body feature to look a specific way (must identify a specific body part, such as wanting smaller thighs, etc)",No,No,NA,NA,NA,NA,0,0,402,16,25,0,303,364,7420,7997,1,0,thinspo,No,Yes,No,No,No,Yes,No,Yes,No,No,No,Yes,NA,NA,NA,No,No
60681,0,person representing personal views,No,0,4,0,0,4,0,1,1,1,0,1,0,NA,No,A body or parts of a body,NA,NA,NA,NA,NA,NA,No,Image(s) or video(s),NA,No,Yes,Yes,No,No,No,No,No,No,Losing weight or wanting to be thinner,Binge eating or over eating,No,No,No,No,NA,NA,NA,NA,0,0,476,16,12,1,159,20,68,22,1,0,thinspo,No,Yes,Yes,No,No,Yes,No,Yes,Yes,No,Yes,No,NA,NA,NA,No,No
56863,0,person representing personal views,No,0,1,0,0,1,0,0,0,0,0,1,0,NA,No,A body or parts of a body,NA,NA,NA,NA,NA,NA,No,Image(s) or video(s),NA,No,Yes,Yes,No,No,No,No,No,No,Losing weight or wanting to be thinner,No,No,No,No,No,NA,NA,NA,NA,0,0,524,16,21,0,210,308,1794,2939,1,0,thinspo,No,Yes,No,No,No,Yes,No,No,No,No,Yes,No,NA,NA,NA,No,No
20777,0,organization or person representing an organization,Yes,1,0,1,0,0,0,0,0,0,0,0,1,NA,Something else,A body or parts of a body,NA,NA,NA,NA,NA,NA,No,Image(s) or video(s),NA,No,Yes,Yes,No,No,No,No,Exercising harder/more often,No,No,No,No,No,No,No,NA,NA,NA,NA,1,0,567,16,7,0,118,35,674,434,0,1,fitspo,No,No,No,Yes,No,No,No,No,No,No,No,Yes,NA,NA,NA,Yes,No
34074,0,person representing personal views,No,0,4,4,0,0,0,0,0,0,1,0,3,NA,No,A body or parts of a body,NA,NA,NA,NA,NA,NA,No,Image(s) or video(s),NA,No,Yes,Yes,No,No,Eating less food/fewer calories,No,No,No,Losing weight or wanting to be thinner,No,No,No,No,No,NA,NA,NA,NA,0,0,97,15,28,0,NA,NA,NA,NA,1,0,thinspo,No,Yes,No,Yes,No,No,No,No,No,Yes,No,Yes,NA,NA,NA,No,No
48648,0,person representing personal views,No,1,4,0,0,4,0,0,0,0,0,4,0,NA,No,A body or parts of a body,NA,NA,NA,NA,NA,NA,No,Image(s) or video(s),NA,Yes,Yes,Yes,No,No,No,No,No,No,Losing weight or wanting to be thinner,No,No,"Wanting a body feature to look a specific way (must identify a specific body part, such as wanting smaller thighs, etc)",No,No,NA,NA,NA,NA,0,0,3,15,16,0,2727,1222,58426,18269,1,0,thinspo,No,Yes,No,No,No,Yes,No,No,No,No,Yes,No,NA,NA,NA,No,No
48665,0,person representing personal views,No,1,1,0,0,1,0,1,0,0,0,0,0,NA,No,A body or parts of a body,NA,NA,NA,NA,NA,NA,No,Image(s) or video(s),NA,No,Yes,Yes,No,No,No,No,No,No,Losing weight or wanting to be thinner,No,No,"Wanting a body feature to look a specific way (must identify a specific body part, such as wanting smaller thighs, etc)",No,No,NA,NA,NA,NA,0,0,3,15,17,0,2727,1222,58426,18269,1,0,thinspo,No,Yes,No,No,No,Yes,No,Yes,No,No,No,No,NA,NA,NA,No,No
49954,0,person representing personal views,No,1,4,0,0,4,0,0,0,0,4,0,0,NA,No,A body or parts of a body,NA,NA,NA,NA,NA,NA,No,Image(s) or video(s),NA,No,Yes,Yes,No,No,Eating less food/fewer calories,No,No,No,Losing weight or wanting to be thinner,No,Vomiting or fasting,No,No,No,NA,NA,NA,NA,0,0,17,15,44,0,222,30,670,304,1,0,thinspo,No,Yes,No,No,No,Yes,No,No,No,Yes,No,No,NA,NA,NA,No,No
9982,0,person representing personal views,No,1,1,0,0,1,0,1,0,0,0,0,0,NA,No,A body or parts of a body,NA,NA,NA,NA,NA,NA,No,Image(s) or video(s),NA,Yes,Yes,Yes,No,No,No,No,No,No,Losing weight or wanting to be thinner,No,No,"Wanting a body feature to look a specific way (must identify a specific body part, such as wanting smaller thighs, etc)",No,No,NA,NA,NA,NA,0,0,42,15,24,0,47,113,1292,118,1,0,thinspo,No,Yes,No,No,No,Yes,No,Yes,No,No,No,No,NA,NA,NA,No,No
19388,0,person representing personal views,No,0,1,0,0,1,0,0,0,0,0,1,0,NA,No,A body or parts of a body,NA,NA,NA,NA,NA,NA,No,Image(s) or video(s),NA,Yes,Yes,Yes,No,No,No,No,No,No,Losing weight or wanting to be thinner,No,No,"Wanting a body feature to look a specific way (must identify a specific body part, such as wanting smaller thighs, etc)",No,No,NA,NA,NA,NA,0,0,49,15,40,0,212,10305,11468,6274,1,0,thinspo,No,Yes,No,No,No,Yes,No,No,No,No,Yes,No,NA,NA,NA,No,No
59765,0,person representing personal views,No,0,4,0,0,4,0,0,0,0,0,4,0,NA,No,A body or parts of a body,NA,NA,NA,NA,NA,NA,No,Image(s) or video(s),NA,Yes,Yes,Yes,No,No,No,No,No,No,Losing weight or wanting to be thinner,No,No,"Wanting a body feature to look a specific way (must identify a specific body part, such as wanting smaller thighs, etc)",No,No,NA,NA,NA,NA,0,0,51,15,16,0,37,19,92,19,1,0,thinspo,No,Yes,No,No,No,Yes,No,No,No,No,Yes,No,NA,NA,NA,No,No
59798,0,organization or person representing an organization,No,1,1,1,0,0,0,0,0,1,0,0,0,NA,No,A body or parts of a body,NA,Something else,No,No,No,NA,A web page,Image(s) or video(s),NA,No,Yes,Yes,No,No,No,No,Exercising harder/more often,No,No,No,No,No,No,No,NA,NA,NA,NA,0,0,84,15,36,0,592,600,6244,12459,0,1,fitspo,No,Yes,No,Yes,No,No,No,No,Yes,No,No,No,NA,NA,NA,No,No
41570,0,person representing personal views,No,0,4,3,0,1,0,0,0,0,1,3,0,NA,No,A body or parts of a body,NA,NA,NA,NA,NA,NA,No,Image(s) or video(s),NA,No,Yes,Yes,No,No,No,No,No,No,Losing weight or wanting to be thinner,No,No,No,No,No,NA,NA,NA,NA,0,0,239,15,24,0,1371,1095,1980,1206,1,0,thinspo,No,Yes,No,Yes,No,Yes,No,No,No,Yes,Yes,No,NA,NA,NA,No,No
18887,0,person representing personal views,No,0,4,4,0,1,0,0,0,0,0,0,4,NA,No,A body or parts of a body,NA,NA,NA,NA,NA,NA,No,Image(s) or video(s),NA,No,Yes,Yes,No,No,Eating less food/fewer calories,No,No,No,Losing weight or wanting to be thinner,No,Vomiting or fasting,No,No,"Specifically mentions an eating disorder (e.g., anorexia, bulimia, BED, ana, mia, etc.)",NA,NA,NA,NA,0,0,468,15,28,0,387,348,48,99,1,0,thinspo,No,Yes,No,Yes,No,Yes,No,No,No,No,No,Yes,NA,NA,NA,No,No
60912,0,person representing personal views,No,0,1,0,0,1,0,0,0,0,0,1,0,NA,No,A body or parts of a body,NA,NA,NA,NA,NA,NA,No,Image(s) or video(s),NA,Yes,Yes,Yes,No,No,No,No,No,No,Losing weight or wanting to be thinner,No,No,"Wanting a body feature to look a specific way (must identify a specific body part, such as wanting smaller thighs, etc)",No,No,NA,NA,NA,NA,0,0,541,15,40,0,266,132,1752,914,1,0,thinspo,No,Yes,No,No,No,Yes,No,No,No,No,Yes,No,NA,NA,NA,No,No
27636,0,person representing personal views,No,1,1,1,0,0,0,0,0,0,1,0,0,NA,No,A body or parts of a body,NA,NA,NA,NA,NA,NA,No,Image(s) or video(s),NA,No,Yes,Yes,No,No,No,No,No,No,Losing weight or wanting to be thinner,No,No,No,No,No,NA,NA,NA,NA,0,0,205,14,27,0,NA,NA,NA,NA,1,0,thinspo,No,Yes,No,Yes,No,No,No,No,No,Yes,No,No,NA,NA,NA,No,No
34394,0,person representing personal views,No,0,4,3,0,1,0,0,0,1,1,0,2,NA,No,A body or parts of a body,NA,NA,NA,NA,NA,NA,No,Image(s) or video(s),NA,No,Yes,Yes,No,No,No,No,No,No,Losing weight or wanting to be thinner,No,Vomiting or fasting,"Wanting a body feature to look a specific way (must identify a specific body part, such as wanting smaller thighs, etc)",No,No,NA,NA,NA,NA,0,0,303,14,19,0,NA,NA,NA,NA,1,0,thinspo,No,Yes,No,Yes,No,Yes,No,No,Yes,Yes,No,Yes,NA,NA,NA,No,No
33803,0,person representing personal views,No,1,6,0,0,6,0,2,0,2,0,2,0,NA,No,A body or parts of a body,NA,NA,NA,NA,NA,NA,No,Image(s) or video(s),NA,No,Yes,Yes,No,No,No,No,No,No,Losing weight or wanting to be thinner,No,No,"Wanting a body feature to look a specific way (must identify a specific body part, such as wanting smaller thighs, etc)",No,"Specifically mentions an eating disorder (e.g., anorexia, bulimia, BED, ana, mia, etc.)",NA,NA,NA,NA,0,0,525,14,17,0,NA,NA,NA,NA,1,0,thinspo,No,Yes,No,No,No,Yes,No,Yes,Yes,No,Yes,No,NA,NA,NA,No,No
30575,0,person representing personal views,Neutral and/or unable to tell,0,4,3,0,1,0,2,1,0,0,0,1,NA,No,A body or parts of a body,NA,NA,NA,NA,NA,NA,NA,Image(s) or video(s),NA,No,No,Yes,No,NA,NA,NA,NA,NA,Losing weight or wanting to be thinner,NA,NA,NA,NA,"Specifically mentions an eating disorder (e.g., anorexia, bulimia, BED, ana, mia, etc.)",NA,NA,NA,NA,0,0,195,14,10,0,896,2369,20121,6858,1,0,thinspo,No,Yes,Yes,Yes,No,Yes,No,Yes,No,No,No,Yes,NA,NA,NA,No,No
47721,0,person representing personal views,No,0,1,0,0,1,0,0,0,0,0,1,0,NA,No,A body or parts of a body,NA,NA,NA,NA,NA,NA,No,Image(s) or video(s),NA,Yes,Yes,Yes,No,No,No,No,No,No,Losing weight or wanting to be thinner,No,No,"Wanting a body feature to look a specific way (must identify a specific body part, such as wanting smaller thighs, etc)",No,No,NA,NA,NA,NA,0,0,272,14,36,0,107,208,6140,2539,1,0,thinspo,No,Yes,No,No,No,Yes,No,No,No,No,Yes,No,NA,NA,NA,No,No
29571,0,person representing personal views,Neutral and/or unable to tell,1,4,3,0,1,0,2,1,0,0,0,1,NA,No,A body or parts of a body,NA,NA,NA,NA,NA,NA,NA,Image(s) or video(s),NA,No,No,Yes,No,NA,NA,NA,NA,NA,Losing weight or wanting to be thinner,NA,NA,NA,NA,"Specifically mentions an eating disorder (e.g., anorexia, bulimia, BED, ana, mia, etc.)",NA,NA,NA,NA,0,0,527,14,10,0,296,131,2633,1212,1,0,thinspo,No,Yes,Yes,Yes,No,Yes,No,Yes,No,No,No,Yes,NA,NA,NA,No,No
39651,0,person representing personal views,Neutral and/or unable to tell,0,4,0,0,4,0,2,2,0,1,0,1,NA,No,A body or parts of a body,NA,NA,NA,NA,NA,NA,NA,Image(s) or video(s),NA,No,No,Yes,No,NA,NA,NA,NA,NA,Losing weight or wanting to be thinner,NA,NA,NA,NA,"Specifically mentions an eating disorder (e.g., anorexia, bulimia, BED, ana, mia, etc.)",NA,NA,NA,NA,0,0,558,14,29,0,15,1,91,47,1,0,thinspo,No,Yes,Yes,No,No,Yes,No,Yes,No,Yes,No,Yes,NA,NA,NA,No,No
65017,0,person representing personal views,No,1,3,0,0,3,0,0,0,0,0,0,3,NA,No,A body or parts of a body,NA,NA,NA,NA,NA,NA,No,Image(s) or video(s),NA,No,Yes,Yes,No,No,No,No,No,No,Losing weight or wanting to be thinner,No,No,No,No,No,NA,NA,NA,NA,0,0,3,13,14,0,2727,1222,58426,18269,1,0,thinspo,No,Yes,No,No,No,Yes,No,No,No,No,No,Yes,NA,NA,NA,No,No
50292,0,person representing personal views,No,0,1,0,0,1,0,0,0,1,0,0,0,NA,No,A body or parts of a body,NA,NA,NA,NA,NA,NA,No,Image(s) or video(s),NA,Yes,Yes,Yes,No,No,No,No,No,No,Losing weight or wanting to be thinner,No,No,"Wanting a body feature to look a specific way (must identify a specific body part, such as wanting smaller thighs, etc)",No,No,NA,NA,NA,NA,0,0,42,13,8,0,47,113,1292,118,1,0,thinspo,No,Yes,No,No,No,Yes,No,No,Yes,No,No,No,NA,NA,NA,No,No
56461,0,person representing personal views,No,0,2,0,0,2,0,0,0,0,2,0,0,NA,No,A body or parts of a body,NA,NA,NA,NA,NA,NA,No,Image(s) or video(s),NA,No,Yes,Yes,No,No,No,No,No,No,Losing weight or wanting to be thinner,No,No,No,No,No,NA,NA,NA,NA,0,0,69,13,17,0,505,52,72,132,1,0,thinspo,No,Yes,No,No,No,Yes,No,No,No,Yes,No,No,NA,NA,NA,No,No
60552,0,person representing personal views,No,1,3,0,0,3,0,0,0,0,0,0,3,NA,No,A body or parts of a body,NA,NA,NA,NA,NA,NA,No,Image(s) or video(s),NA,No,Yes,Yes,No,No,No,No,No,No,Losing weight or wanting to be thinner,No,No,No,No,No,NA,NA,NA,NA,0,0,122,13,14,0,69,91,917,29,1,0,thinspo,No,Yes,No,No,No,Yes,No,No,No,No,No,Yes,NA,NA,NA,No,No
62069,0,person representing personal views,No,0,4,0,0,4,0,1,0,0,0,2,1,NA,No,A body or parts of a body,NA,NA,NA,NA,NA,NA,No,Image(s) or video(s),NA,Yes,Yes,Yes,No,No,No,No,No,No,Losing weight or wanting to be thinner,No,No,No,No,No,NA,NA,NA,NA,0,0,146,13,15,0,179,96,1793,28,1,0,thinspo,No,Yes,No,No,No,Yes,No,Yes,No,No,Yes,Yes,NA,NA,NA,No,No
6884,0,person representing personal views,Neutral and/or unable to tell,0,2,0,0,0,0,0,0,0,1,0,1,NA,No,A body or parts of a body,NA,NA,NA,NA,NA,NA,NA,Image(s) or video(s),NA,No,No,Yes,No,NA,NA,NA,NA,NA,Losing weight or wanting to be thinner,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,195,13,9,0,896,2369,20121,6858,1,0,thinspo,No,Yes,No,No,No,No,No,No,No,Yes,No,Yes,NA,NA,NA,No,No
8501,0,person representing personal views,No,1,4,4,0,0,1,1,0,0,0,0,3,NA,No,A body or parts of a body,NA,NA,NA,NA,NA,NA,No,Image(s) or video(s),NA,Yes,Yes,Yes,No,No,No,No,No,No,Losing weight or wanting to be thinner,No,No,No,No,No,NA,NA,NA,NA,0,0,304,13,16,0,2,420,246,24,1,0,thinspo,No,Yes,No,Yes,No,No,Yes,Yes,No,No,No,Yes,NA,NA,NA,No,No
20488,0,person representing personal views,No,1,1,0,0,1,0,0,0,0,0,1,0,NA,No,A body or parts of a body,NA,NA,NA,NA,NA,NA,No,Image(s) or video(s),NA,No,Yes,Yes,No,No,No,No,No,No,Losing weight or wanting to be thinner,No,No,No,No,No,NA,NA,NA,NA,0,0,377,13,14,1,163,602,8418,2442,1,0,thinspo,No,Yes,No,No,No,Yes,No,No,No,No,Yes,No,NA,NA,NA,No,No
26578,0,person representing personal views,No,0,1,0,0,1,0,1,0,0,0,0,0,NA,No,A body or parts of a body,NA,NA,NA,NA,NA,NA,No,Image(s) or video(s),NA,Yes,Yes,Yes,No,No,No,No,No,No,Losing weight or wanting to be thinner,No,No,"Wanting a body feature to look a specific way (must identify a specific body part, such as wanting smaller thighs, etc)",No,No,NA,NA,NA,NA,0,0,392,13,15,0,99,91,536,53,1,0,thinspo,No,Yes,No,No,No,Yes,No,Yes,No,No,No,No,NA,NA,NA,No,No
7183,0,person representing personal views,No,0,1,0,0,1,0,0,0,0,0,0,1,NA,No,A body or parts of a body,NA,NA,NA,NA,NA,NA,No,Image(s) or video(s),NA,No,Yes,Yes,No,No,No,No,No,No,Losing weight or wanting to be thinner,No,No,No,No,No,NA,NA,NA,NA,0,0,447,13,18,0,42,55,782,674,1,0,thinspo,No,Yes,No,No,No,Yes,No,No,No,No,No,Yes,NA,NA,NA,No,No
45641,0,person representing personal views,No,0,1,0,0,1,0,0,0,1,0,0,0,NA,No,A body or parts of a body,NA,NA,NA,NA,NA,NA,No,Image(s) or video(s),NA,No,Yes,Yes,No,No,No,No,No,No,Losing weight or wanting to be thinner,No,No,"Wanting a body feature to look a specific way (must identify a specific body part, such as wanting smaller thighs, etc)",No,No,NA,NA,NA,NA,0,0,464,13,8,0,1222,1991,27678,24,1,0,thinspo,No,Yes,No,No,No,Yes,No,No,Yes,No,No,No,NA,NA,NA,No,No
65454,0,person representing personal views,No,1,3,0,0,3,0,0,0,0,0,0,3,NA,No,A body or parts of a body,NA,NA,NA,NA,NA,NA,No,Image(s) or video(s),NA,No,Yes,Yes,No,No,No,No,No,No,Losing weight or wanting to be thinner,No,No,No,No,No,NA,NA,NA,NA,0,0,475,13,14,0,53,12,45,10,1,0,thinspo,No,Yes,No,No,No,Yes,No,No,No,No,No,Yes,NA,NA,NA,No,No
7556,0,person representing personal views,No,0,4,2,0,2,0,2,0,0,0,3,0,NA,No,A body or parts of a body,NA,NA,NA,NA,NA,NA,No,Image(s) or video(s),NA,Yes,Yes,Yes,No,No,No,No,No,No,Losing weight or wanting to be thinner,No,No,No,No,No,NA,NA,NA,NA,0,0,479,13,15,0,4405,1631,1866,3993,1,0,thinspo,No,Yes,No,Yes,No,Yes,No,Yes,No,No,Yes,No,NA,NA,NA,No,No
63389,0,person representing personal views,No,0,3,0,0,3,0,0,0,0,0,0,3,NA,No,A body or parts of a body,NA,NA,NA,NA,NA,NA,No,Image(s) or video(s),NA,No,Yes,Yes,No,No,No,No,No,No,Losing weight or wanting to be thinner,No,No,No,No,No,NA,NA,NA,NA,0,0,524,13,14,0,210,308,1794,2939,1,0,thinspo,No,Yes,No,No,No,Yes,No,No,No,No,No,Yes,NA,NA,NA,No,No
9189,0,person representing personal views,No,1,4,1,0,3,0,2,0,0,0,3,0,NA,No,A body or parts of a body,NA,NA,NA,NA,NA,NA,No,Image(s) or video(s),NA,Yes,Yes,Yes,No,No,No,No,No,No,Losing weight or wanting to be thinner,No,No,No,No,No,NA,NA,NA,NA,0,0,556,13,15,0,81,148,281,1627,1,0,thinspo,No,Yes,No,Yes,No,Yes,No,Yes,No,No,Yes,No,NA,NA,NA,No,No
3583,NA,person representing personal views,No,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No,NA,No,Yes,Yes,No,No,No,No,No,No,Losing weight or wanting to be thinner,No,No,No,No,"Specifically mentions an eating disorder (e.g., anorexia, bulimia, BED, ana, mia, etc.)",Not applicable (does not show or link to image or web page),NA,NA,NA,NA,NA,564,13,4,0,1208,235,1509,363,1,0,thinspo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33943,0,person representing personal views,No,1,1,0,0,1,0,0,0,0,0,1,0,NA,No,A body or parts of a body,NA,NA,NA,NA,NA,NA,No,Image(s) or video(s),NA,Yes,Yes,Yes,No,No,No,No,No,No,Losing weight or wanting to be thinner,No,No,"Wanting a body feature to look a specific way (must identify a specific body part, such as wanting smaller thighs, etc)",No,No,NA,NA,NA,NA,0,0,272,12,53,0,NA,NA,NA,NA,1,0,thinspo,No,Yes,No,No,No,Yes,No,No,No,No,Yes,No,NA,NA,NA,No,No
34406,0,person representing personal views,No,0,1,0,0,1,0,0,0,0,0,1,0,NA,No,A body or parts of a body,NA,NA,NA,NA,NA,NA,No,Image(s) or video(s),NA,Yes,Yes,Yes,No,No,No,No,No,No,Losing weight or wanting to be thinner,No,No,"Wanting a body feature to look a specific way (must identify a specific body part, such as wanting smaller thighs, etc)",No,No,NA,NA,NA,NA,0,0,165,12,53,0,NA,NA,NA,NA,1,0,thinspo,No,Yes,No,No,No,Yes,No,No,No,No,Yes,No,NA,NA,NA,No,No
48631,0,person representing personal views,No,1,3,0,0,3,0,1,0,0,1,0,1,NA,Something else,A body or parts of a body,NA,NA,NA,NA,NA,NA,No,Image(s) or video(s),NA,No,Yes,Yes,No,No,No,No,No,No,Losing weight or wanting to be thinner,No,No,"Wanting a body feature to look a specific way (must identify a specific body part, such as wanting smaller thighs, etc)",No,No,NA,NA,NA,NA,0,0,3,12,12,0,2727,1222,58426,18269,1,0,thinspo,No,Yes,No,No,No,Yes,No,Yes,No,Yes,No,Yes,NA,NA,NA,No,No
48638,0,person representing personal views,No,1,4,0,0,4,0,1,0,0,1,1,1,NA,No,A body or parts of a body,NA,NA,NA,NA,NA,NA,No,Image(s) or video(s),NA,No,Yes,Yes,No,No,No,No,No,No,Losing weight or wanting to be thinner,No,No,No,No,No,NA,NA,NA,NA,0,0,3,12,10,1,2727,1222,58426,18269,1,0,thinspo,No,Yes,No,No,No,Yes,No,Yes,No,Yes,Yes,Yes,NA,NA,NA,No,No
1334,0,person representing personal views,No,1,4,0,0,4,0,0,0,0,0,2,2,NA,No,A body or parts of a body,NA,NA,NA,NA,NA,NA,No,Image(s) or video(s),NA,Yes,Yes,Yes,No,No,No,No,No,No,Losing weight or wanting to be thinner,No,No,No,No,No,NA,NA,NA,NA,0,0,6,12,9,0,618,390,3205,585,1,0,thinspo,No,Yes,No,No,No,Yes,No,No,No,No,Yes,Yes,NA,NA,NA,No,No
1323,0,person representing personal views,No,1,4,0,0,4,0,0,2,0,2,1,2,NA,No,A body or parts of a body,NA,NA,NA,NA,NA,NA,No,Image(s) or video(s),NA,Yes,Yes,Yes,No,No,No,No,No,No,Losing weight or wanting to be thinner,No,No,No,No,No,NA,NA,NA,NA,0,0,10,12,9,0,73,110,1964,468,1,0,thinspo,No,Yes,Yes,No,No,Yes,No,No,No,Yes,Yes,Yes,NA,NA,NA,No,No
